gene_name	sample_index	chr	pathogenic_flag
CKAP2	3	13	0
PCDH20	3	13	0
PCDH9	3	13	0
MZT1	3	13	0
DIS3	3	13	0
PIBF1	3	13	0
KLF12	3	13	0
LMO7	3	13	0
UGGT2	3	13	0
RAP2A	3	13	0
RNF113B	3	13	0
DOCK9	3	13	0
TM9SF2	3	13	0
SLC10A2	3	13	0
COL4A1	3	13	1
COL4A2	3	13	0
TUBGCP3	3	13	0
CUL4A	3	13	0
CDC16	3	13	0
OR4K14	3	14	0
OR4N5	3	14	0
OSGEP	3	14	0
RNASE6	3	14	0
TPPP2	3	14	0
RNASE7	3	14	0
RAB2B	3	14	0
SLC22A17	3	14	0
THTPA	3	14	0
NRL	3	14	0
DCAF11	3	14	0
GMPR2	3	14	0
GZMH	3	14	0
STXBP6	3	14	0
PRKD1	3	14	0
INSM2	3	14	0
TTC6	3	14	0
SSTR1	3	14	0
CTAGE5	3	14	0
KLHL28	3	14	0
GPR137C	3	14	0
BMP4	3	14	0
GCH1	3	14	1
PELI2	3	14	0
ARID4A	3	14	0
C14orf39	3	14	0
SIX1	3	14	0
TMEM30B	3	14	0
AKAP5	3	14	0
RDH11	3	14	0
ZFP36L1	3	14	0
SLC39A9	3	14	0
SYNJ2BP	3	14	0
PAPLN	3	14	0
HEATR4	3	14	0
PTGR2	3	14	0
ZNF410	3	14	0
FAM161B	3	14	0
VSX2	3	14	0
AREL1	3	14	0
TMED10	3	14	0
GPATCH2L	3	14	0
ZDHHC22	3	14	0
VIPAS39	3	14	0
TSHR	3	14	0
TTC7B	3	14	0
GPR68	3	14	0
TRIP11	3	14	0
UNC79	3	14	0
AK7	3	14	0
SETD3	3	14	0
DEGS2	3	14	0
WDR25	3	14	0
RTL1	3	14	0
ZNF839	3	14	0
CINP	3	14	0
KLC1	3	14	0
TEX22	3	14	0
MTA1	3	14	0
TMEM121	3	14	0
GOLGA6L1	3	15	0
MKRN3	3	15	0
SNRPN	3	15	0
GABRB3	3	15	0
FAM98B	3	15	0
C15orf54	3	15	0
EIF2AK4	3	15	0
C15orf56	3	15	0
OIP5	3	15	0
LTK	3	15	0
MGA	3	15	0
JMJD7-PLA2G4B	3	15	0
EHD4	3	15	0
EIF3J	3	15	0
DUOXA2	3	15	0
C15orf48	3	15	0
BLOC1S6	3	15	0
ARPP19	3	15	0
MNS1	3	15	0
CGNL1	3	15	0
SLTM	3	15	0
C2CD4B	3	15	0
HERC1	3	15	0
ANKDD1A	3	15	0
MAP2K1	3	15	0
RPL4	3	15	0
FEM1B	3	15	0
RPLP1	3	15	0
ADPGK	3	15	0
TBC1D21	3	15	0
CLK3	3	15	0
IMP3	3	15	0
SH2D7	3	15	0
CRABP1	3	15	0
CTSH	3	15	0
KIAA1024	3	15	0
IL16	3	15	0
GOLGA6L9	3	15	0
NMB	3	15	0
NTRK3	3	15	0
MRPL46	3	15	0
HAPLN3	3	15	0
IDH2	3	15	0
FURIN	3	15	0
RCCD1	3	15	0
SLCO3A1	3	15	0
ST8SIA2	3	15	0
ASB7	3	15	0
VIMP	3	15	0
OR4F6	3	15	0
HBM	3	16	0
HBQ1	3	16	0
RGS11	3	16	0
CHTF18	3	16	0
C16orf91	3	16	0
TMEM204	3	16	0
HAGH	3	16	0
NPW	3	16	0
MLST8	3	16	0
PRSS27	3	16	0
SRRM2	3	16	0
PRSS21	3	16	0
ZNF213	3	16	0
MEFV	3	16	1
ZNF263	3	16	0
SRL	3	16	0
VASN	3	16	0
DNAJA3	3	16	0
NMRAL1	3	16	0
C16orf96	3	16	0
ROGDI	3	16	0
PMM2	3	16	1
NPIPA3	3	16	0
GDE1	3	16	0
DCUN1D3	3	16	0
DNAH3	3	16	0
ZP2	3	16	0
C16orf52	3	16	0
HS3ST4	3	16	0
SULT1A1	3	16	0
TUFM	3	16	0
PRRT2	3	16	0
DOC2A	3	16	0
TBX6	3	16	0
ITGAL	3	16	0
PHKG2	3	16	0
TP53TG3	3	16	0
ORC6	3	16	0
MYLK3	3	16	0
ADCY7	3	16	0
NOD2	3	16	0
TOX3	3	16	0
MT4	3	16	0
MT1E	3	16	0
MT1H	3	16	0
CIAPIN1	3	16	0
MMP15	3	16	0
C16orf70	3	16	0
TRADD	3	16	0
EXOC3L1	3	16	0
DPEP3	3	16	0
TANGO6	3	16	0
NFAT5	3	16	0
NQO1	3	16	0
DDX19A	3	16	0
COG4	3	16	0
ZNF19	3	16	0
PMFBP1	3	16	0
ZFHX3	3	16	0
PSMD7	3	16	0
CLEC18B	3	16	0
LDHD	3	16	0
CTRB2	3	16	0
BCAR1	3	16	0
TMEM231	3	16	1
GABARAPL2	3	16	0
CMC2	3	16	0
CMIP	3	16	0
TAF1C	3	16	0
ZDHHC7	3	16	0
SLC7A5	3	16	0
CA5A	3	16	0
SPG7	3	16	0
SPATA33	3	16	0
SPIRE2	3	16	0
VPS53	3	17	0
PITPNA	3	17	0
SLC43A2	3	17	0
SMYD4	3	17	0
RPA1	3	17	0
RTN4RL1	3	17	0
OR1A1	3	17	0
P2RX5	3	17	0
ITGAE	3	17	0
ZZEF1	3	17	0
ZMYND15	3	17	0
KIF1C	3	17	0
SCIMP	3	17	0
RPAIN	3	17	0
WSCD1	3	17	0
TXNDC17	3	17	0
XAF1	3	17	0
ASGR1	3	17	0
NEURL4	3	17	0
TMEM95	3	17	0
TNK1	3	17	0
TMEM256-PLSCR3	3	17	0
ZBTB4	3	17	0
TNFSF12	3	17	0
WRAP53	3	17	0
CNTROB	3	17	0
HES7	3	17	0
PIK3R6	3	17	0
MYH3	3	17	0
ADPRM	3	17	0
PIRT	3	17	0
CDRT1	3	17	0
RAI1	3	17	0
DRG2	3	17	0
TRIM16L	3	17	0
CCDC144NL	3	17	0
TMEM11	3	17	0
SLC46A1	3	17	0
SLC13A2	3	17	0
SUPT6H	3	17	0
DHRS13	3	17	0
GIT1	3	17	0
TMIGD1	3	17	0
RNF135	3	17	0
RHBDL3	3	17	0
C17orf75	3	17	0
CCL8	3	17	0
SLC35G3	3	17	0
C17orf78	3	17	0
MRPL45	3	17	0
CISD3	3	17	0
C17orf98	3	17	0
CACNB1	3	17	0
MED1	3	17	0
STARD3	3	17	0
MIEN1	3	17	0
LRRC3C	3	17	0
CSF3	3	17	0
IGFBP4	3	17	0
SMARCE1	3	17	0
KRTAP1-4	3	17	0
KRTAP2-3	3	17	0
KRTAP4-8	3	17	0
STAT3	3	17	0
IFI35	3	17	0
ATXN7L3	3	17	0
CCDC43	3	17	0
DCAKD	3	17	0
HEXIM2	3	17	0
RPRML	3	17	0
LRRC46	3	17	0
SCRN2	3	17	0
TTLL6	3	17	0
GNGT2	3	17	0
ITGA3	3	17	0
TMEM100	3	17	0
VEZF1	3	17	0
MPO	3	17	0
EFCAB3	3	17	0
CD79B	3	17	0
ICAM2	3	17	0
NOL11	3	17	0
BPTF	3	17	0
AMZ2	3	17	0
SLC16A6	3	17	0
MAP2K6	3	17	0
SSTR2	3	17	0
FAM104A	3	17	0
NAT9	3	17	0
CDR2L	3	17	0
SUMO2	3	17	0
SLC25A19	3	17	0
GRB2	3	17	0
TSEN54	3	17	0
TRIM47	3	17	0
FOXJ1	3	17	0
RNF157	3	17	0
UBE2O	3	17	0
MGAT5B	3	17	0
DNAH17	3	17	0
RBFOX3	3	17	0
ENPP7	3	17	0
GAA	3	17	1
EIF4A3	3	17	0
SLC26A11	3	17	0
RNF213	3	17	0
NPLOC4	3	17	0
SECTM1	3	17	0
C17orf62	3	17	0
FOXK2	3	17	0
YES1	3	18	0
SMCHD1	3	18	0
TGIF1	3	18	0
L3MBTL4	3	18	0
LRRC30	3	18	0
PPP4R1	3	18	0
LDLRAD4	3	18	0
MC5R	3	18	0
GREB1L	3	18	0
MIB1	3	18	0
DSG1	3	18	0
ZSCAN30	3	18	0
ZNF24	3	18	0
SLC39A6	3	18	0
PIAS2	3	18	0
SMAD7	3	18	0
MBD1	3	18	0
CDH20	3	18	0
VPS4B	3	18	0
SERPINB13	3	18	0
SOCS6	3	18	0
SALL3	3	18	0
PARD6G	3	18	0
MIER2	3	19	0
ELANE	3	19	1
TMEM259	3	19	0
CNN2	3	19	0
STK11	3	19	0
CIRBP	3	19	0
MBD3	3	19	0
KLF16	3	19	0
GNG7	3	19	0
SLC39A3	3	19	0
ZNF554	3	19	0
ZNF57	3	19	0
GNA11	3	19	0
CELF5	3	19	0
MFSD12	3	19	0
STAP2	3	19	0
MPND	3	19	0
PRR22	3	19	0
CLPP	3	19	0
ZNF557	3	19	0
PET100	3	19	0
RETN	3	19	0
MAP2K7	3	19	0
ELAVL1	3	19	0
RAB11B	3	19	0
OR7G1	3	19	0
PDE4A	3	19	0
KANK2	3	19	0
ZNF625	3	19	0
SAMD1	3	19	0
DDX39A	3	19	0
DNAJB1	3	19	0
WIZ	3	19	0
OR10H2	3	19	0
OR10H3	3	19	0
CYP4F2	3	19	0
MYO9B	3	19	0
BABAM1	3	19	0
ANKLE1	3	19	0
MAP1S	3	19	0
JUND	3	19	0
TMEM59L	3	19	0
NCAN	3	19	0
MAU2	3	19	0
PBX4	3	19	0
ZNF724P	3	19	0
RPSAP58	3	19	0
C19orf12	3	19	0
TSHZ3	3	19	0
PDCD5	3	19	0
TDRD12	3	19	0
CEP89	3	19	0
HPN	3	19	0
FFAR1	3	19	0
FFAR3	3	19	0
OVOL3	3	19	0
ZFP82	3	19	0
ZNF260	3	19	0
ZNF461	3	19	0
ZNF790	3	19	0
ZNF345	3	19	0
WDR87	3	19	0
DPF1	3	19	0
LGALS7B	3	19	0
IFNL2	3	19	0
PAF1	3	19	0
TIMM50	3	19	0
RAB4B-EGLN2	3	19	0
CYP2B6	3	19	0
CYP2F1	3	19	0
B9D2	3	19	0
LYPD4	3	19	0
DMRTC2	3	19	0
CD79A	3	19	0
ATP1A3	3	19	0
LYPD3	3	19	0
XRCC1	3	19	0
IRGQ	3	19	0
PVR	3	19	0
BCAM	3	19	0
PPM1N	3	19	0
PGLYRP1	3	19	0
CALM3	3	19	0
ARHGAP35	3	19	0
CCDC9	3	19	0
MEIS3	3	19	0
SLC8A2	3	19	0
LIG1	3	19	0
FUT2	3	19	0
BCAT2	3	19	0
PLEKHA4	3	19	0
CGB1	3	19	0
PRRG2	3	19	0
PTOV1	3	19	0
AKT1S1	3	19	0
TBC1D17	3	19	0
CD33	3	19	0
SIGLEC5	3	19	0
NLRP12	3	19	0
CACNG6	3	19	0
RPS9	3	19	0
LILRB3	3	19	0
LILRA4	3	19	0
KIR3DL3	3	19	0
NLRP2	3	19	0
EPS8L1	3	19	0
PPP1R12C	3	19	0
ISOC2	3	19	0
ZNF865	3	19	0
ZNF784	3	19	0
NLRP13	3	19	0
NLRP5	3	19	0
ZNF444	3	19	0
ZNF470	3	19	0
ZNF548	3	19	0
ZNF550	3	19	0
ZNF814	3	19	0
C19orf18	3	19	0
ZNF8	3	19	0
DEFB125	3	20	0
DEFB127	3	20	0
C20orf96	3	20	0
ZCCHC3	3	20	0
TGM6	3	20	0
CPXM1	3	20	0
SLC4A11	3	20	0
C20orf194	3	20	0
SLC23A2	3	20	0
SPTLC3	3	20	0
SNX5	3	20	0
SLC24A3	3	20	0
RIN2	3	20	0
PAX1	3	20	0
CST2	3	20	0
ABHD12	3	20	0
ID1	3	20	0
BCL2L1	3	20	0
POFUT1	3	20	0
BPIFB1	3	20	0
CHMP4B	3	20	0
MROH8	3	20	0
OSER1	3	20	0
GDAP1L1	3	20	0
SNX21	3	20	0
ZNF335	3	20	0
SLC12A5	3	20	0
ZNF334	3	20	0
SLC2A10	3	20	0
EYA2	3	20	0
KCNB1	3	20	0
TMEM189-UBE2V1	3	20	0
FAM65C	3	20	0
MOCS3	3	20	0
ATP9A	3	20	0
TSHZ2	3	20	0
BCAS1	3	20	0
RTFDC1	3	20	0
SPO11	3	20	0
MTRNR2L3	3	20	0
APCDD1L	3	20	0
EDN3	3	20	0
MTG2	3	20	0
OSBPL2	3	20	0
ADRM1	3	20	0
EEF1A2	3	20	0
DNAJC5	3	20	0
C21orf91	3	21	0
CYYR1	3	21	0
KRTAP19-2	3	21	0
KRTAP19-5	3	21	0
KRTAP19-7	3	21	0
KRTAP22-1	3	21	0
KRTAP21-3	3	21	0
ITSN1	3	21	0
DOPEY2	3	21	0
MORC3	3	21	0
CLDN14	3	21	0
SIM2	3	21	0
TMPRSS3	3	21	0
UBASH3A	3	21	0
CBS	3	21	0
PDXK	3	21	0
ITGB2	3	21	0
SLC19A1	3	21	0
COL6A2	3	21	1
LSS	3	21	0
PCNT	3	21	0
BCL2L13	3	22	0
GSC2	3	22	0
CLDN5	3	22	0
TXNRD2	3	22	0
ZDHHC8	3	22	0
SERPIND1	3	22	0
SNAP29	3	22	0
MMP11	3	22	0
SLC2A11	3	22	0
PIWIL3	3	22	0
CRYBB2	3	22	0
HPS4	3	22	0
MN1	3	22	0
RHBDD3	3	22	0
RASL10A	3	22	0
MTMR3	3	22	0
HORMAD2	3	22	0
CCDC157	3	22	0
GAL3ST1	3	22	0
PES1	3	22	0
TIMP3	3	22	0
TOM1	3	22	0
MCM5	3	22	0
APOL1	3	22	0
KCTD17	3	22	0
IL2RB	3	22	0
TRIOBP	3	22	0
GALR3	3	22	0
POLR2F	3	22	0
SOX10	3	22	1
BAIAP2L2	3	22	0
TOMM22	3	22	0
RPL3	3	22	0
ATF4	3	22	0
RPS19BP1	3	22	0
XPNPEP3	3	22	0
XRCC6	3	22	0
TNFRSF13C	3	22	0
ATP5L2	3	22	0
MPPED1	3	22	0
SAMM50	3	22	0
PRR5	3	22	0
SMC1B	3	22	0
C22orf34	3	22	0
PANX2	3	22	0
ODF3B	3	22	0
XG	3	X	0
ARSE	3	X	0
VCX2	3	X	0
TLR7	3	X	0
TCEANC	3	X	0
SCML1	3	X	0
MAP7D2	3	X	0
KLHL34	3	X	0
SMPX	3	X	0
CXorf58	3	X	0
KLHL15	3	X	0
ARX	3	X	0
MAGEB10	3	X	0
GK	3	X	0
ATP6AP2	3	X	0
CXorf38	3	X	0
USP9X	3	X	0
EFHC2	3	X	0
TIMP1	3	X	0
CFP	3	X	0
UXT	3	X	0
EBP	3	X	0
GLOD5	3	X	0
GPKOW	3	X	0
AKAP4	3	X	0
HSD17B10	3	X	0
HUWE1	3	X	0
PHF8	3	X	0
ZXDB	3	X	0
SPIN4	3	X	0
MTMR8	3	X	0
HEPH	3	X	0
YIPF6	3	X	0
DGAT2L6	3	X	0
P2RY4	3	X	0
CITED1	3	X	0
PHKA1	3	X	0
ZCCHC13	3	X	0
PBDC1	3	X	0
RPS6KA6	3	X	0
TNMD	3	X	0
SYTL4	3	X	0
DRP2	3	X	0
GPRASP1	3	X	0
RAB40AL	3	X	0
FAM199X	3	X	0
MID2	3	X	0
COL4A6	3	X	0
UBE2A	3	X	0
NKRF	3	X	0
RPL39	3	X	0
ZBTB33	3	X	0
THOC2	3	X	0
SMARCA1	3	X	0
FRMD7	3	X	0
HS6ST2	3	X	0
FAM127A	3	X	0
FAM127B	3	X	0
ZNF75D	3	X	0
CT45A5	3	X	0
CT45A4	3	X	0
MAP7D3	3	X	0
CD40LG	3	X	0
RBMX	3	X	0
F9	3	X	1
ATP11C	3	X	0
SLITRK4	3	X	0
TMEM257	3	X	0
MAGEA6	3	X	0
MAGEA3	3	X	0
MAGEA1	3	X	0
SSR4	3	X	0
AVPR2	3	X	0
NAA10	3	X	0
OPN1LW	3	X	1
FUNDC2	3	X	0
RAB39B	3	X	0
TSPY4	3	Y	0
USP9Y	3	Y	0
TMSB4Y	3	Y	0
VCY1B	3	Y	0
NOC2L	4	1	0
PLEKHN1	4	1	0
RER1	4	1	0
TP73	4	1	0
LRRC47	4	1	0
PLEKHG5	4	1	0
VAMP3	4	1	0
GPR157	4	1	0
DFFA	4	1	0
PLOD1	4	1	0
PRAMEF1	4	1	0
PRAMEF4	4	1	0
PRAMEF13	4	1	0
KAZN	4	1	0
FAM131C	4	1	0
AKR7A3	4	1	0
AKR7A2	4	1	0
MINOS1	4	1	0
OTUD3	4	1	0
VWA5B1	4	1	0
EPHB2	4	1	0
MYOM3	4	1	0
IL22RA1	4	1	0
CLIC4	4	1	0
RHCE	4	1	0
NUDC	4	1	0
WDTC1	4	1	0
WASF2	4	1	0
THEMIS2	4	1	0
PTAFR	4	1	0
RAB42	4	1	0
NKAIN1	4	1	0
SNRNP40	4	1	0
EIF3I	4	1	0
COL8A2	4	1	0
EVA1B	4	1	0
RRAGC	4	1	0
KIAA0754	4	1	0
HEYL	4	1	0
EDN2	4	1	0
HIVEP3	4	1	0
FOXJ3	4	1	0
TMEM125	4	1	0
C1orf210	4	1	0
CDC20	4	1	0
CYP4B1	4	1	0
STIL	4	1	0
ELAVL4	4	1	0
TTC39A	4	1	0
MAGOH	4	1	0
GLIS1	4	1	0
LDLRAD1	4	1	0
MROH7	4	1	0
TMEM61	4	1	0
OMA1	4	1	0
UBE2U	4	1	0
DNAJC6	4	1	0
MIER1	4	1	0
DEPDC1	4	1	0
CTH	4	1	0
FPGT	4	1	0
SLC44A5	4	1	0
SAMD13	4	1	0
RPF1	4	1	0
ODF2L	4	1	0
GBP7	4	1	0
GBP6	4	1	0
LRRC8D	4	1	0
ZNF326	4	1	0
BARHL2	4	1	0
TGFBR3	4	1	0
EPHX4	4	1	0
GFI1	4	1	0
ABCD3	4	1	0
PALMD	4	1	0
TRMT13	4	1	0
LRRC39	4	1	0
S1PR1	4	1	0
COL11A1	4	1	0
STXBP3	4	1	0
GSTM5	4	1	0
GSTM3	4	1	0
ALX3	4	1	0
UBL4B	4	1	0
LAMTOR5	4	1	0
OVGP1	4	1	0
CAPZA1	4	1	0
LRIG2	4	1	0
MAGI3	4	1	0
HIPK1	4	1	0
NHLH2	4	1	0
CD2	4	1	0
WDR3	4	1	0
FAM72B	4	1	0
NBPF8	4	1	0
NOTCH2NL	4	1	0
GPR89B	4	1	0
FCGR1A	4	1	0
LYSMD1	4	1	0
RPTN	4	1	0
LCE6A	4	1	0
SPRR2A	4	1	0
LOR	4	1	0
S100A7A	4	1	0
S100A7	4	1	0
ILF2	4	1	0
PMVK	4	1	0
SHC1	4	1	0
KRTCAP2	4	1	0
TRIM46	4	1	0
MSTO1	4	1	0
RHBG	4	1	0
GPATCH4	4	1	0
HAPLN2	4	1	0
BCAN	4	1	0
SH2D2A	4	1	0
FCRL5	4	1	0
FCRL4	4	1	0
KIRREL	4	1	0
IGSF9	4	1	0
DEDD	4	1	0
SDHC	4	1	0
FCGR3B	4	1	0
RGS5	4	1	0
LMX1A	4	1	0
ALDH9A1	4	1	0
TADA1	4	1	0
CD247	4	1	0
DCAF6	4	1	0
TNFSF18	4	1	0
TEX35	4	1	0
SOAT1	4	1	0
KIAA1614	4	1	0
TEDDM1	4	1	0
RNASEL	4	1	0
DHX9	4	1	0
SHCBP1L	4	1	0
TSEN15	4	1	0
C1orf21	4	1	0
CFHR1	4	1	0
C1orf53	4	1	0
LHX9	4	1	0
GPR37L1	4	1	0
LGR6	4	1	0
PPFIA4	4	1	0
CHIT1	4	1	0
OPTC	4	1	0
SOX13	4	1	0
GOLT1A	4	1	0
PM20D1	4	1	0
SRGAP2	4	1	0
DYRK3	4	1	0
CR1L	4	1	0
G0S2	4	1	0
RD3	4	1	0
FAM71A	4	1	0
TGFB2	4	1	0
SNAP47	4	1	0
GUK1	4	1	0
TRIM11	4	1	0
RAB4A	4	1	0
PCNXL2	4	1	0
GGPS1	4	1	0
TBCE	4	1	0
LYST	4	1	0
MT1HL1	4	1	0
PLD5	4	1	0
ZNF669	4	1	0
OR2B11	4	1	0
OR14A16	4	1	0
FAM110C	4	2	0
MYT1L	4	2	0
ADI1	4	2	0
RRM2	4	2	0
HPCAL1	4	2	0
ODC1	4	2	0
PDIA6	4	2	0
RDH14	4	2	0
OSR1	4	2	0
TDRD15	4	2	0
FAM228B	4	2	0
ADCY3	4	2	0
KIF3C	4	2	0
KCNK3	4	2	0
ABHD1	4	2	0
SLC30A3	4	2	0
EIF2B4	4	2	0
FAM179A	4	2	0
EHD3	4	2	0
MEMO1	4	2	0
CRIM1	4	2	0
EIF2AK2	4	2	0
QPCT	4	2	0
SRSF7	4	2	0
DYNC2LI1	4	2	0
ABCG5	4	2	0
SRBD1	4	2	0
TTC7A	4	2	1
MSH2	4	2	1
C2orf73	4	2	0
CLHC1	4	2	0
PNPT1	4	2	0
PAPOLG	4	2	0
EHBP1	4	2	0
OTX1	4	2	0
PELI1	4	2	0
RAB1A	4	2	0
SPRED2	4	2	0
CNRIP1	4	2	0
C2orf42	4	2	0
TGFA	4	2	0
TEX261	4	2	0
ACTG2	4	2	1
INO80B	4	2	0
LBX2	4	2	0
LOXL3	4	2	0
SEMA4F	4	2	0
POLE4	4	2	0
TACR1	4	2	0
GCFC2	4	2	0
ST3GAL5	4	2	0
PTCD3	4	2	0
RGPD2	4	2	0
EIF2AK3	4	2	0
ANKRD36C	4	2	0
ANKRD36	4	2	0
MRPL30	4	2	0
LONRF2	4	2	0
NMS	4	2	0
POU3F3	4	2	0
SULT1C4	4	2	0
CCDC138	4	2	0
SOWAHC	4	2	0
ANAPC1	4	2	0
IL36RN	4	2	0
IL1RN	4	2	0
FOXD4L1	4	2	0
ACTR3	4	2	0
EN1	4	2	0
INHBB	4	2	0
TSN	4	2	0
CNTNAP5	4	2	0
GPR17	4	2	0
UGGT1	4	2	0
C2orf27A	4	2	0
ANKRD30BL	4	2	0
LRP1B	4	2	0
RPRM	4	2	0
GALNT13	4	2	0
ERMN	4	2	0
LY75-CD302	4	2	0
TANK	4	2	0
PSMD14	4	2	0
KLHL23	4	2	0
SSB	4	2	0
METTL8	4	2	0
CYBRD1	4	2	0
HAT1	4	2	0
HOXD13	4	2	0
OSBPL6	4	2	0
CWC22	4	2	0
C2orf88	4	2	0
NAB1	4	2	0
HSPE1	4	2	0
ICA1L	4	2	0
CYP20A1	4	2	0
CCNYL1	4	2	0
ACADL	4	2	0
CPS1	4	2	0
MREG	4	2	0
PECR	4	2	0
RPL37A	4	2	0
TNP1	4	2	0
TNS1	4	2	0
ARPC2	4	2	0
AAMP	4	2	0
BCS1L	4	2	1
CYP27A1	4	2	0
WNT10A	4	2	0
FAM134A	4	2	0
ABCB6	4	2	0
DES	4	2	0
STK11IP	4	2	0
RHBDD1	4	2	0
C2orf83	4	2	0
SPHKAP	4	2	0
SPATA3	4	2	0
UGT1A1	4	2	0
RAMP1	4	2	0
ESPNL	4	2	0
NDUFA10	4	2	0
OR6B2	4	2	0
MYEOV2	4	2	0
CNTN6	4	3	0
THUMPD3	4	3	0
OGG1	4	3	0
CAMK1	4	3	0
ATP2B2	4	3	0
SLC6A1	4	3	0
TIMP4	4	3	0
CAND2	4	3	0
FBLN2	4	3	0
NR2C2	4	3	0
HACL1	4	3	0
DAZL	4	3	0
TBC1D5	4	3	0
THRB	4	3	1
NGLY1	4	3	0
GADL1	4	3	0
UBP1	4	3	0
CTDSPL	4	3	0
OXSR1	4	3	0
XIRP1	4	3	0
ZNF619	4	3	0
SEC22C	4	3	0
ZNF662	4	3	0
KRBOX1	4	3	0
TOPAZ1	4	3	0
ZNF660	4	3	0
CLEC3B	4	3	0
SLC6A20	4	3	0
RTP3	4	3	0
LRRC2	4	3	0
MYL3	4	3	0
KIF9	4	3	0
DHX30	4	3	0
SLC26A6	4	3	0
AMT	4	3	0
RBM6	4	3	0
GNAI2	4	3	0
HYAL1	4	3	0
TUSC2	4	3	0
RPL29	4	3	0
POC1A	4	3	0
TWF2	4	3	0
DNAH1	4	3	0
NISCH	4	3	0
PRKCD	4	3	0
APPL1	4	3	0
ARF4	4	3	0
PXK	4	3	0
FHIT	4	3	0
TMF1	4	3	0
ARL6IP5	4	3	0
FRMD4B	4	3	0
FOXP1	4	3	0
GPR27	4	3	0
PROK2	4	3	1
PPP4R2	4	3	0
CGGBP1	4	3	0
EPHA3	4	3	0
GPR15	4	3	0
NIT2	4	3	0
MYH15	4	3	0
SIDT1	4	3	0
ARHGAP31	4	3	0
TMEM39A	4	3	0
MAATS1	4	3	0
GTF2E1	4	3	0
EAF2	4	3	0
CD86	4	3	0
PDIA5	4	3	0
MYLK	4	3	0
OSBPL11	4	3	0
GATA2	4	3	0
ISY1	4	3	0
TRH	4	3	0
DNAJC13	4	3	0
TF	4	3	0
SLCO2A1	4	3	0
KY	4	3	0
MSL2	4	3	0
PCCB	4	3	0
ARMC8	4	3	0
ESYT3	4	3	0
PIK3CB	4	3	0
MRPS22	4	3	0
TRIM42	4	3	0
ZBTB38	4	3	0
XRN1	4	3	0
PAQR9	4	3	0
PFN2	4	3	0
GPR87	4	3	0
C3orf33	4	3	0
KCNAB1	4	3	0
VEPH1	4	3	0
LXN	4	3	0
IFT80	4	3	0
PLD1	4	3	0
KCNMB3	4	3	0
USP13	4	3	0
LAMP3	4	3	0
CAMK2N2	4	3	0
EIF4G1	4	3	0
CLCN2	4	3	0
LIPH	4	3	0
FETUB	4	3	0
RPL39L	4	3	0
UTS2B	4	3	0
PPP1R2	4	3	0
UBXN7	4	3	0
PIGZ	4	3	0
FYTTD1	4	3	0
MAEA	4	4	0
MSX1	4	4	0
PPP2R2C	4	4	0
KIAA0232	4	4	0
USP17L19	4	4	0
DRD5	4	4	0
SLC2A9	4	4	0
WDR1	4	4	0
HS3ST1	4	4	0
DCAF16	4	4	0
SOD3	4	4	0
SMIM20	4	4	0
KLF3	4	4	0
TMEM156	4	4	0
FIP1L1	4	4	0
UGT2B15	4	4	0
UGT2A3	4	4	0
UGT2A2	4	4	0
UGT2A1	4	4	0
SULT1B1	4	4	0
PF4V1	4	4	0
CXCL5	4	4	0
CXCL3	4	4	0
EPGN	4	4	0
SHROOM3	4	4	0
WDFY3	4	4	0
KLHL8	4	4	0
SNCA	4	4	1
ATOH1	4	4	0
SMARCAD1	4	4	0
PDLIM5	4	4	0
DDIT4L	4	4	0
HADH	4	4	1
CCDC109B	4	4	0
PITX2	4	4	0
ALPK1	4	4	0
METTL14	4	4	0
SYNPO2	4	4	0
BBS7	4	4	0
KIAA1109	4	4	0
IL2	4	4	0
SLC25A31	4	4	0
LARP1B	4	4	0
C4orf33	4	4	0
PCDH18	4	4	0
SETD7	4	4	0
ELMOD2	4	4	0
PRSS48	4	4	0
FHDC1	4	4	0
MND1	4	4	0
RNF175	4	4	0
FAM198B	4	4	0
NPY5R	4	4	0
HMGB2	4	4	0
GPM6A	4	4	0
VEGFC	4	4	0
WWC2	4	4	0
HELT	4	4	0
FAM149A	4	4	0
AHRR	4	5	0
ROPN1L	4	5	0
ANKH	4	5	1
BASP1	4	5	0
C5orf17	4	5	0
CDH6	4	5	0
C5orf22	4	5	0
SLC45A2	4	5	0
CAPSL	4	5	0
NADK2	4	5	0
LIFR	4	5	0
PRKAA1	4	5	0
C5orf28	4	5	0
PARP8	4	5	0
DHX29	4	5	0
SLC38A9	4	5	0
MIER3	4	5	0
SMIM15	4	5	0
HTR1A	4	5	0
CCDC125	4	5	0
SERF1A	4	5	0
NAIP	4	5	0
BDP1	4	5	0
MCCC2	4	5	0
ENC1	4	5	0
POC5	4	5	0
CRHBP	4	5	0
AGGF1	4	5	0
WDR41	4	5	0
OTP	4	5	0
BHMT	4	5	0
MSH3	4	5	0
TTC37	4	5	0
SPATA9	4	5	0
ERAP2	4	5	0
FAM174A	4	5	0
SLCO6A1	4	5	0
GIN1	4	5	0
EFNA5	4	5	0
TMEM232	4	5	0
SLC25A46	4	5	0
SRP19	4	5	0
REEP5	4	5	0
DCP2	4	5	0
TMED7-TICAM2	4	5	0
TMED7	4	5	0
PRR16	4	5	0
KIAA1024L	4	5	0
CDC42SE2	4	5	0
FNIP1	4	5	0
P4HA2	4	5	0
UQCRQ	4	5	0
LEAP2	4	5	0
