gene_name	chr	tss	tse	gene_type	pLI	familyMemberCount	ncRVIS	ncGERP	RVIS_percentile	slr_dnds	GDI	gene_age
SPINK7	5	147691989	147695481	protein_coding	0.0691136505	0	-0.0967225496	0.061272147	67.7164425572	0.5166	39.91756	3
DGAT2	11	75479777	75512581	protein_coding	3.11793425273434E-08	6	-0.6349456751	0.033406593	74.3748525596	0.07139	327.81893	0
LCE3D	1	152551859	152552980	protein_coding	0.0006806685	1	-0.1233689879	-0.862491724	61.4944562397	0.1988	378.65682	4
C22orf23	22	38339056	38349654	protein_coding	1.05246768369094E-05	0	-0.4747911792	-0.998416791	69.2085397499	0.3441	219.82409	0
SLC44A1	9	108006893	108159628	protein_coding	0.9984737375	9	-0.5691510003	1.649392385	20.7006369427	0.07071	1596.58474	0
USP38	4	144106069	144136716	protein_coding	0.0007124334	0	-0.4082164375	0.77281393	5.2842651569	0.21	164.3806	0
FAM73B	9	131799252	131834351	protein_coding	0.0019071581	1	-1.3006291798	-0.434074519	50.4482189196	0.05049	1887.73278	0
DAB2IP	9	124505063	124545154	protein_coding	0.9992430714	3	-1.2981356947	1.547041192	3.4677990092	0.01988	1179.95825	0
KISS1R	19	917341	921015	protein_coding	0.114766058	113	-0.1086055735	-0.017506499	50.0117952347	0.05549	123.53056	0
TTBK1	6	43211221	43255997	protein_coding	0.9987560246	0	-1.3189223644	0.951561765	23.6907289455	0.09144	6694.9523	0
NLRP1	17	5417437	5487832	protein_coding	9.40722127707706E-11	0	0.2786365979	-0.696647581	98.9443264921	0.6957	2525.66979	4
KRBA1	7	149412101	149431664	protein_coding	2.02062273332466E-08	0	-0.1086055735	-0.017506499	50.0117952347	0.5005	814.97375	3
FNDC1	6	159590428	159693140	protein_coding	1.15831958724565E-05	0	-0.1086055735	-0.127250575	98.8499646143	0.263	6512.79761	0
KCNJ3	2	155555092	155556103	protein_coding	0.9852402765	5	0.2833825718	1.346129753	54.9481009672	0.02954	17.96218	0
ABCA1	9	107543283	107690527	protein_coding	0.0863074991	4	0.0827742148	1.488735348	36.288039632	0.09252	3823.81697	0
UQCRC2	16	21964384	21994981	protein_coding	0.0216665398	3	-1.2032177566	-0.495062651	68.2708185893	0.2451	899.56699	0
PNISR	6	99847840	99873207	protein_coding	0.9995405991	0	-0.6536279276	2.513309075	59.0351497995	0.1443	139.81381	0
FAM98A	2	33808727	33824429	protein_coding	0.970710193	0	-0.3898981052	2.794112307	63.4878509082	0.05929	125.01147	0
ZSCAN18	19	58618971	58629793	protein_coding	0.6760303923	3	-0.1086055735	-0.330048428	77.9134229771	0.2515	200.36746	5
ATG14	14	55833108	55878576	protein_coding	0.2093630862	0	0.5094650288	0.344465417	31.929700401	0.1232	531.875	0
MORC2	22	31322597	31364483	protein_coding	0.9998880215	0	-0.8415210384	1.091615088	2.6303373437	0.09389	84.18167	0
SEPT3	22	42372930	42394225	protein_coding	0.196880424	7	-0.5983869686	1.16444256	32.6197216325	0.02274	52.36353	0
DAZAP1	19	1407567	1435686	protein_coding	0.9991988105	0	-0.1086055735	1.558336842	20.2642132578	0.02436	275.74527	0
RBFOX1	16	7382750	7763340	protein_coding	0.9761987896	2	1.0960548597	3.124851251	23.5138004246	0.04003	64.21028	0
ELMOD1	11	107461816	107537505	protein_coding	0.4658993454	1	-0.3315734201	1.80664566	23.0360934183	0.03945	31.91015	0
MCM10	10	13203553	13253104	protein_coding	8.98523143752761E-11	0	-0.6568982307	-0.538401806	50.5425807974	0.2379	1763.81603	0
N6AMT1	21	30248385	30257695	protein_coding	0.0079126033	0	5.9992436051	-0.023659325	86.0816230243	0.2331	1301.02352	0
TXNRD1	12	104680459	104744085	protein_coding	0.0067875927	4	-0.7263011405	-0.431884356	10.7985373909	0.1742	36.5719	0
PSMC3IP	17	40724327	40729734	protein_coding	0.0001298167	0	-0.6582990695	-0.25614753	32.93819297	0.1569	546.06968	0
MYPN	10	69869189	69971773	protein_coding	0.0196057938	0	1.1996323598	1.194741576	87.7624439726	0.1981	15598.30352	0
INCENP	11	61891444	61920635	protein_coding	0.9909067385	0	0.5186525875	-0.211194439	88.1280962491	0.1554	6919.01907	0
C17orf107	17	4802947	4806227	protein_coding	0.0475577315	0	-0.1086055735	-1.213249501	82.9971691437	0.4249	1773.93126	0
DNAJC19	3	180701497	180707306	protein_coding	0.0113851752	1	-0.7964826444	-0.294919228	47.788393489	0.04317	12.52066	0
SCML2	X	18257432	18372844	protein_coding	0.9971381411	1	-1.0132265977	1.09959586	22.0924746402	0.4267	16.14895	0
SNX7	1	99127235	99226056	protein_coding	0.3557271674	3	-0.1086055735	1.293693801	55.449398443	0.08253	558.45821	0
ATXN2	12	111890017	112037477	protein_coding	0.9995775776	1	-0.3599421088	2.897049222	8.539749941	0.1521	5321.63293	0
USP28	11	113668596	113746292	protein_coding	0.1709521651	1	0.8695524658	0.613607668	12.5973106865	0.09302	79.98741	0
TPGS2	18	34377980	34409179	protein_coding	8.98797356471429E-05	0	-0.8248481835	-0.082975179	60.0908233074	0.1443	457.06508	0
CCL4L2	17	34538464	34540280	protein_coding	0.4875309203	13	-0.5369836471	0.024034883	50.0117952347	0.2382	14.06407	10
BAX	19	49458116	49464519	protein_coding	0.1326219186	0	-0.1086055735	0.084314008	17.745930644	0.2627	11.99833	5
C2orf78	2	74011315	74044274	protein_coding	0.0012905974	0	-0.0880122581	0.001832548	47.1160651097	0.7564	42.05249	3
BICD2	9	95473644	95527083	protein_coding	0.6173823602	1	-0.97367977	1.150187565	4.2462845011	0.02095	70.28513	0
H2AFB2	X	154689075	154689669	protein_coding	0.0475577315	23	-0.1086055735	-0.017506499	50.0117952347	0.2376	198.58178	12
PRR13	12	53835432	53840427	protein_coding	0.6212973156	0	-0.2907023594	0.256932365	59.4302901628	1.161	28.34564	5
METTL7A	12	51318533	51326300	protein_coding	0.0045416506	1	-0.0113399996	-0.245772466	61.2762443973	0.203	256.52929	0
SLC27A6	5	128301212	128369335	protein_coding	5.60454441649377E-07	5	0.5365853415	-1.083275826	43.9785326728	0.343	291.24472	5
GIT1	17	27900486	27916610	protein_coding	0.998360214	1	-0.9293347816	1.692209307	4.1932059448	0.03174	21.48868	0
TMEM198	2	220408727	220415317	protein_coding	0.0452051375	0	-0.8481504823	1.388634069	64.5140363293	0.02127	114.87874	0
PXT1	6	36358328	36410666	protein_coding	1.15095445564313E-05	0	-1.0289903777	-0.201746795	69.8336871904	1.131	1721.89347	4
IL17RE	3	9944511	9958084	protein_coding	0.0223005485	0	0.4153728192	-0.833690221	97.8001887238	0.4161	289.62229	3
DDN	12	49388932	49393088	protein_coding	0.995261293	0	-0.5930683264	0.776509693	53.7272941732	0.4102	2045.49656	2
CEP152	15	49030134	49103343	protein_coding	1.3595695524054E-20	0	0.3951789799	1.268699719	90.2394432649	0.3888	1499.53511	0
STAC	3	36421978	36589498	protein_coding	0.0068998973	2	0.0602823819	0.337057688	40.4458598726	0.1554	471.73473	0
RAET1G	6	150238013	150244288	protein_coding	0.001140589	3	0.1383867484	-0.077503481	97.381457891	0.8982	66.79305	6
GOLT1B	12	21654698	21671337	protein_coding	0.778701092	1	2.3804236418	1.162566105	79.7888652984	0.06797	47.70445	0
MRPS7	17	73257748	73262457	protein_coding	0.0019019451	0	-0.2511473276	-0.322728451	86.0816230243	0.325	255.36308	0
PAM16	16	4390251	4401373	protein_coding	0.1267847796	0	-0.1086055735	-0.738377802	75.8728473697	0.05869	1292.77907	0
MRPS23	17	55916286	55927433	protein_coding	0.1689312098	0	-0.5281221018	0.404098653	31.457891012	0.3267	40.1519	0
MRPS17	7	56019610	56023033	protein_coding	0.7247280564	1	0.590236577	-0.111664687	68.9844302902	0.3262	106.31598	0
FIS1	7	100882892	100888371	protein_coding	0.1646569589	0	-0.5872520224	-0.356681267	65.3338051427	0.07808	445.95856	0
PRICKLE3	X	49031150	49041346	protein_coding	0.4103940523	0	-0.1086055735	-0.017506499	50.0117952347	0.1398	198.58178	0
ERGIC3	20	34129777	34145405	protein_coding	0.227270931	1	-0.5377428845	-0.21553669	26.5333805143	0.008628	12.39957	0
FAM60A	12	31433519	31479121	protein_coding	0.9227323041	1	-0.994366648	1.331211885	67.7164425572	0.01194	26.42559	0
NRG4	15	76234327	76304785	protein_coding	0.020916895	0	-0.4746598061	0.292504371	66.5723047889	0.3878	70.25627	2
RAD52	12	1034615	1042242	protein_coding	4.51483853299488E-06	0	1.602620466	-0.363228638	80.1014390186	0.2871	186.7787	0
HINT3	6	126277860	126301389	protein_coding	0.0867211535	0	-0.8242562863	0.061152355	67.7164425572	0.4282	22.25513	0
HIST1H2BK	6	27114139	27114637	protein_coding	0.0475577315	17	-0.0430522627	-0.723469927	26.2326020288	0.005674	12.92013	3
HIST3H2A	1	228645064	228645560	protein_coding	0.4824491826	23	0.0460720922	-1.799111777	39.6791696155	0	6.30329	5
DCUN1D5	11	102921412	102962944	protein_coding	0.9630063197	3	-0.7523721844	1.04822259	52.8544468035	0.01383	16.76179	0
MLIP	6	53976215	54131078	protein_coding	3.80252924496297E-10	0	0.0196743219	2.334337719	69.5093182354	0.1443	1655.11076	0
EXOC3L2	19	45715878	45737469	protein_coding	0.9788192754	0	-0.1086055735	0.262083356	42.0559094126	0.07662	776.32764	0
SYT8	11	1855539	1858751	protein_coding	2.97517234448079E-13	5	-0.3978553505	-0.317816552	92.6279782968	0.2207	6166.03196	5
CTTN	11	70244611	70282690	protein_coding	0.0475577315	0	-0.1086055735	0.044273864	21.7268223638	0.07145	69.84309	0
BCL11A	2	60684328	60780633	protein_coding	0.7662919925	1	-2.0339006794	4.522218073	6.1689077613	0.01143	22.77118	0
TAF1	X	70711845	70750375	protein_coding	0.9999986288	1	-0.1086055735	-0.124335726	25.7254069356	0.03943	384.74802	0
KIF23	15	69706584	69740766	protein_coding	0.9999998183	0	-0.7111630049	0.823585524	45.5708893607	0.09413	392.17175	0
TLR4	9	120466452	120479769	protein_coding	7.7950945474283E-05	9	-0.8007439347	-0.216396376	52.3177636235	0.6107	394.37022	0
PWWP2B	10	134210701	134231358	protein_coding	0.6717998268	1	-0.8133828788	-0.446301608	50.0117952347	0.139	62.38763	5
ATXN7L1	7	105245220	105319609	protein_coding	0.0990552649	2	0.5127726288	1.516927189	65.9648502005	0.2325	250.63523	0
CCDC167	6	37450696	37467700	protein_coding	0.0128353698	0	0.1557287782	-0.343257145	44.5388063222	0.1443	13.15699	0
MCM8	20	5931297	5975852	protein_coding	1.93868296740416E-09	4	1.1701379579	-0.352167003	94.7865062515	0.1418	3710.46351	0
ZNF546	19	40502942	40526948	protein_coding	6.0172025731714E-10	184	0.5431647452	-0.106748732	82.9322953527	0.2265	1927.87071	0
TECR	19	14640378	14676792	protein_coding	0.9084243867	1	-0.4321087752	-0.435682353	38.2814343005	0.05964	11.82947	0
GTPBP8	3	112709799	112720221	protein_coding	1.48941277279866E-05	0	0.0299707496	-0.363980799	81.994574192	0.3599	473.80032	0
B4GALT2	1	44446176	44456843	protein_coding	0.2312223335	5	-0.0492133291	0.892161854	29.163717858	0.07014	600.31031	0
CHADL	22	41625513	41636935	protein_coding	0.0836370785	0	0.2990367154	0.119759079	50.0117952347	0.1622	1244.24795	0
CDAN1	15	43015759	43029417	protein_coding	0.7828034823	0	-0.2339699046	0.183006838	11.5416371786	0.1887	8611.31398	0
OSBPL3	7	24836155	24932240	protein_coding	0.0044983129	2	-1.5197288761	0.597252369	16.071007313	0.1158	85.50056	0
ANKRD23	2	97503650	97509758	protein_coding	4.98472061542068E-14	2	-0.7407612419	-0.667213035	63.1988676575	0.2626	249.09183	3
ZKSCAN5	7	99102572	99131445	protein_coding	0.0003376942	188	-0.5394973275	-0.101796953	14.6732719981	0.1371	95.57232	4
VWA3B	2	98703594	98929410	protein_coding	1.16719415298824E-16	0	-0.6444713424	-0.672452147	94.078792168	0.4492	1748.74917	1
OSBPL9	1	52195485	52254891	protein_coding	0.9962442719	0	0.2922638629	1.672580553	38.9832507667	0.03281	101.20374	0
ART4	12	14982244	14996413	protein_coding	0.0011273743	2	-0.2088350115	-0.205157172	89.7912243454	0.5526	1732.36072	5
ARID4A	14	58765221	58840451	protein_coding	0.9999969888	0	-1.4595352309	3.812635792	5.8504364237	0.1543	256.34754	0
KLK14	19	51581229	51587467	protein_coding	0.000000007	56	0.2696160712	-0.740587704	98.8145789101	0.1731	2522.43509	3
GINS1	20	25388322	25429191	protein_coding	0.4826271264	0	0.0659661131	-0.420934803	72.0099079972	0.07521	129.73418	0
NCOA5	20	44689625	44718580	protein_coding	0.9934106939	0	-0.3493651486	1.092870812	9.1707949988	0.1307	43.91183	0
ABCG8	2	44066102	44105605	protein_coding	1.16547079858173E-13	4	-0.0500374095	0.015834061	86.3765038924	0.1791	6759.48039	0
MOV10	1	113217094	113243368	protein_coding	0.9997999658	1	-0.5831568597	1.49030411	2.6539278132	0.08357	63.42167	0
IGDCC4	15	65673824	65715410	protein_coding	0.0055601008	6	-0.6657382044	0.931168924	88.5232366124	0.1758	4828.87634	0
ZNF250	8	146102335	146126846	protein_coding	0.2157894343	221	-2.0274246534	-0.349769001	13.3286152394	0.1019	67.28585	5
SCAF1	19	50145381	50161906	protein_coding	0.9976263673	0	-0.1086055735	-0.017506499	50.0117952347	0.03802	621.53803	0
ANO8	19	17434031	17445638	protein_coding	0.9822607276	0	-0.1086055735	-0.017506499	50.0117952347	0.04903	373.43185	0
PPP4R4	14	94640648	94694182	protein_coding	0.1771369839	0	-0.4462508949	1.365787225	7.1479122435	0.09022	115.24346	0
PRX	19	40899670	40919271	protein_coding	5.61133588826282E-10	0	-0.5587012467	1.039344671	40.1745694739	0.1908	849.04764	0
RNF213	17	78234659	78295262	protein_coding	7.12954880830758E-27	0	-1.0006898953	-0.845107588	97.6527482897	0.2705	3964.07552	0
TRPM3	9	73398777	73483974	protein_coding	3.77694055479055E-05	3	0.3208673967	3.030196032	6.9827789573	0.03185	3906.11961	0
SERPING1	11	57365704	57382326	protein_coding	0.9640557	29	-0.5194985294	-0.243149423	16.4425572069	0.3999	1555.3967	2
FAM177A1	14	35515609	35552589	protein_coding	0.0098116972	0	-0.4448858431	0.294533111	63.0042462845	0.2864	41.2709	0
DYNLL1	12	120933858	120936298	protein_coding	0.6803472077	3	-0.1086055735	1.701672648	62.3849964614	0.2263	198.58178	0
COL28A1	7	7398243	7575460	protein_coding	6.07667082227757E-17	0	0.6460321364	0.217850633	97.7294173154	0.3177	6380.32597	0
NPM1	5	170814707	170833731	protein_coding	0.9406783357	0	-0.7554069975	1.274443918	30.0660533145	0.1513	9.85051	2
NXF2B	X	101502093	101581634	protein_coding	0.737653994	3	-0.1086055735	-0.057065494	50.0117952347	0.7116	198.58178	3
XAGE1B	X	52255219	52260154	protein_coding	0.0475577315	4	-0.1086055735	-0.017506499	50.0117952347	1.02	198.58178	12
LIPK	10	90484300	90512513	protein_coding	0.000000005	5	0.0993258845	0.073446848	87.491153574	0.3378	2178.36835	0
C14orf159	14	91580356	91634073	protein_coding	6.72664265171901E-14	0	-0.3691787341	-0.382746458	97.3342769521	0.3161	2364.95065	0
PHF21A	11	45950869	46142985	protein_coding	0.9992897894	0	-0.1098925454	3.521713183	17.3095069592	0.1091	1807.75543	0
SETD5	3	9439383	9519838	protein_coding	0.9999981462	0	-0.8432832231	3.120352088	12.5973106865	0.1251	500.45582	0
GRXCR2	5	145239295	145252531	protein_coding	0.0006053003	1	0.0924914413	1.393939113	85.5272469922	0.2556	1177.71732	0
TP53BP1	15	43699411	43785354	protein_coding	0.9990251959	0	-0.5884362092	3.012345488	32.9440905874	0.3013	2387.08652	0
CPSF4L	17	71244587	71258019	protein_coding	0.0475577315	0	0.3925878647	-0.751629462	44.5388063222	0.3016	19.0294	0
PATE3	11	125658005	125661495	protein_coding	0.0475577315	0	-0.1783410291	-0.406979462	73.7850908233	0.899	9.69627	0
DMRT2	9	1050619	1057554	protein_coding	0.3983337303	0	1.0723452745	0.828075751	50.0117952347	0.2053	2506.77548	0
ENPP2	8	120569316	120605248	protein_coding	0.2255579391	2	0.0043008694	3.246182763	64.9622552489	0.07012	485.27426	0
RAD51AP1	12	4647949	4669213	protein_coding	0.0154834743	0	-0.1176873898	-0.118326867	89.4668553904	0.6394	370.58875	2
DCTN1	2	74588280	74601862	protein_coding	0.3165878045	0	-0.2574833083	1.462716172	10.5803255485	0.04035	488.32895	0
GRIN2A	16	9847261	10275924	protein_coding	0.9952001892	1	-1.1381507933	0.672486828	3.8865298419	0.06391	119.73741	0
DIMT1	5	61684350	61699728	protein_coding	8.31326171240563E-06	0	-0.2372764923	-0.091741611	41.2479358339	0.1443	30.45427	0
R3HCC1L	10	99894380	100004654	protein_coding	1.64931401887109E-05	0	0.2095210136	0.392359712	99.4102382637	0.1443	1062.07159	0
LHFPL4	3	9540044	9595486	protein_coding	0.1558694094	3	-0.1086055735	0.571154786	36.8601085162	0.01373	29.84895	0
RBM43	2	152104727	152118389	protein_coding	0.0430369826	0	0.0127461856	-0.099210642	64.3194149564	0.8969	75.64131	2
FAM174A	5	99871008	99922444	protein_coding	0.0004958641	0	-0.2161889715	0.858698066	80.579146025	0.2686	102.19661	1
CTAGE4	7	143880547	143883173	protein_coding	0.0475577315	4	-0.448505987	-0.017506499	50.0117952347	0.4969	39.04827	0
FAM92B	16	85131957	85146114	protein_coding	1.68767487060307E-10	1	0.9984762353	-0.498232866	76.3092710545	0.2312	291.69998	0
FAM83H	8	144806102	144815914	protein_coding	0.8336104019	0	-0.1086055735	-0.017506499	50.0117952347	0.07409	1586.01963	0
PMVK	1	154897207	154909484	protein_coding	0.0002234336	0	-0.527689982	-1.448307131	82.5135645199	0.122	281.80779	3
YKT6	7	44240577	44253893	protein_coding	0.958217588	0	0.7244790389	-0.741955276	31.457891012	0.08204	20.16391	0
SLBP	4	1694457	1714468	protein_coding	0.4470860214	0	-0.1086055735	-0.17246218	58.262561925	0.1541	18.41337	0
SCGB1D2	11	62009723	62012280	protein_coding	0.3504735573	2	0.4138951391	-0.438176777	59.7605567351	1.087	416.60704	5
TMC5	16	19467771	19510434	protein_coding	6.9067167962769E-05	0	1.2838419323	-0.298955215	87.2906345836	0.4229	499.01364	0
MAGIX	X	49019180	49024495	protein_coding	0.0028992526	0	-0.1086055735	-0.017506499	50.0117952347	0.4507	194.95324	3
TRIM32	9	119449580	119463579	protein_coding	0.0786656653	1	-0.4382567031	0.655441577	18.0644019816	0.03252	62.20046	0
LRRC58	3	120043575	120068186	protein_coding	0.0775153989	0	-1.6522590165	0.37504153	50.0117952347	0.1088	59.13037	0
KIAA1456	8	12869772	12887284	protein_coding	0.0475577315	0	14.2064771475	-0.321619107	77.3118660061	0.1443	330.03285	0
C8orf59	8	86129389	86132651	protein_coding	0.2086141907	0	-0.6701849928	0.675010322	70.8657702288	0.185	18.09798	0
BEX4	X	102470019	102472128	protein_coding	0.6558434707	2	0.3732853967	-0.245576461	51.0379806558	0.4516	1.29244	5
CYP2C18	10	96443250	96495947	protein_coding	1.95377831715922E-06	33	0.6137289729	-1.06869157	92.7754187308	0.3532	2268.87678	2
GKAP1	9	86354335	86432752	protein_coding	0.6953643232	0	-0.1086055735	1.754738277	27.4180231187	0.09411	33.37021	0
CYLC2	9	105757592	105780770	protein_coding	3.33471910678102E-06	0	1.4086154197	-0.360637194	96.8270818589	0.5166	187.28235	5
CXADR	21	18885223	18942429	protein_coding	0.6578324811	6	4.0281784189	0.434334546	53.5090823307	0.1508	105.35884	0
CX3CR1	3	39304984	39321527	protein_coding	0.3748724021	101	0.2747744981	-0.505337783	89.7912243454	0.1997	996.80543	2
CTSZ	20	57570241	57582309	protein_coding	8.8392861670673E-08	6	-0.1086055735	-1.757031122	83.2507666903	0.1623	114.37882	0
CTSW	11	65647283	65651212	protein_coding	9.55068633244732E-07	9	0.3893745564	-0.534897446	13.5763151687	0.3656	59.48069	3
CTSO	4	156845269	156875048	protein_coding	3.69259872780321E-06	8	0.2654938159	-1.041024681	53.5090823307	0.1677	87.98184	0
CTSV	9	99791958	99801592	protein_coding	4.21746871847656E-05	1	-0.1791739106	-0.28386521	29.163717858	0.1443	83.07322	0
GADD45A	1	68150859	68154021	protein_coding	0.0979413593	2	-0.5676604698	1.746159807	51.0379806558	0.01979	2.12736	0
DDB1	11	61066918	61100684	protein_coding	0.9999738001	1	-1.125296942	0.911393093	6.717386176	0.01665	20.58446	0
CTF1	16	30907927	30914881	protein_coding	0.1367710707	0	0.5320314595	-0.307847562	50.0117952347	0.09774	5.42256	3
CTBP1	4	1205227	1242908	protein_coding	0.9725274805	0	-0.1086055735	1.075694494	13.9360698278	0.003541	15.96379	0
DCN	12	91537053	91572423	protein_coding	0.749233202	9	-0.4420949068	1.727691881	50.0117952347	0.11	179.81271	0
AMHR2	12	53817638	53825318	protein_coding	1.5067602053256E-06	6	-0.2077077439	1.623854214	9.4656758669	0.3714	43.34161	2
LIMD1	3	45636322	45722755	protein_coding	0.0808116556	0	0.2735795928	-0.33644184	26.9757018165	0.2201	86.15106	0
ARL13B	3	93698982	93774522	protein_coding	6.95338777609338E-07	0	-0.8723395268	0.2016858	50.2241094598	0.2602	555.80587	0
ACAD9	3	128598332	128631957	protein_coding	0.0002703838	1	0.0138000921	-1.38561892	11.3647086577	0.1981	169.80885	0
POLR2H	3	184080770	184086383	protein_coding	0.8855326329	0	-0.1086055735	0.110482754	51.0379806558	0	21.98231	0
SSX2B	X	52725945	52736276	protein_coding	0.0475577315	9	-0.77460425	0.004197505	50.0117952347	0.9925	198.58178	10
BRD3	9	136895445	136933141	protein_coding	0.6671006784	2	1.798261326	-0.097457906	14.7794291106	0.02678	163.3189	0
HIST1H1T	6	26107639	26108364	protein_coding	0.0475577315	0	-0.068039131	-0.512041301	82.8733191791	0.3819	1368.53569	4
HIST1H1B	6	27834569	27835359	protein_coding	0.0475577315	0	-0.0898950595	0.238810563	82.1656050955	0.1206	458.1171	3
HIST1H1E	6	26156558	26157343	protein_coding	0.0475577315	2	-0.3965215892	2.329902695	5.8327435716	0.1381	110.44404	0
HIST1H1D	6	26234439	26235216	protein_coding	0.0475577315	0	0.1361231625	0.908656338	28.1080443501	0.2111	771.47117	0
HIST1H1C	6	26055967	26056699	protein_coding	0.0475577315	2	0.1372280416	1.480574405	37.6975701816	0.1166	927.43057	0
BRD2	6	32940860	32949282	protein_coding	0.9998087765	5	1.2527425054	1.624970315	52.2528898325	0.03901	1065.99604	4
C17orf82	17	59489111	59490641	protein_coding	5.73395363616226E-05	0	-0.7611918626	-1.356146343	50.0117952347	0.1681	1037.24623	5
SEP15	1	87328127	87380107	protein_coding	0.3981116554	0	-0.1086055735	-0.017506499	50.0117952347	0.1443	70.5719	0
IGLL1	22	23915312	23922495	protein_coding	0.0864347264	1	1.0050638238	-0.430015693	50.0117952347	0.441	566.97931	11
CHPF	2	220403668	220407819	protein_coding	0.5041465353	3	-0.352976063	1.158382868	10.8928992687	0.05027	243.88919	0
LYPD6	2	150187028	150330659	protein_coding	0.002864669	0	0.3689234136	0.940077263	36.8601085162	0.09877	20.10254	0
ZNF16	8	146155743	146176274	protein_coding	1.75102169863131E-11	180	0.1614477362	-0.643827893	85.816230243	0.2921	229.15341	2
MTMR10	15	31231143	31283807	protein_coding	0.0183317694	5	0.7837178336	-0.326336104	75.5838641189	0.1343	720.47875	0
PNRC2	1	24286300	24289949	protein_coding	0.0475577315	1	-0.861144541	0.635166845	50.0117952347	0.1385	3.31894	0
APOA5	11	116660085	116663136	protein_coding	7.91841141255657E-06	1	0.4237302782	0.54400311	77.0641660769	0.212	831.91915	2
GPRIN1	5	176022802	176037131	protein_coding	0.7193047157	0	-0.1086055735	0.533477049	64.91507431	0.6093	2314.51425	0
WNT16	7	120969089	120981158	protein_coding	0.0008172749	18	-1.3715944536	0.627407488	77.7954706299	0.09325	100.90952	0
KLHL4	X	86772714	86924596	protein_coding	0.8080373097	40	-0.2769214696	1.617594432	28.9337107808	0.1835	19.51878	0
CRYBA2	2	219854911	219858127	protein_coding	0.0004521828	11	-0.1086055735	0.25690037	39.9504600142	0.081	61.81003	0
TMEM132B	12	126106997	126146923	protein_coding	0.6661208423	4	1.571880434	-0.684066855	2.6775182826	0.1055	3803.48382	1
MBD6	12	57916658	57923931	protein_coding	0.9317696128	0	-0.1086055735	2.986826576	3.821656051	0.2086	217.67142	5
ZNF273	7	64363619	64391955	protein_coding	0.0002498954	210	-0.1908644961	0.071021739	80.8799245105	0.3667	2901.5899	9
KRTAP5-8	11	71249070	71250253	protein_coding	0.0475577315	0	-0.5653530806	-0.715009334	95.0460014154	0.8205	7193.00835	5
RPL17	18	47014850	47018834	protein_coding	0.4274530808	1	0.1869835739	-0.623615534	46.2019344185	0.08617	198.58178	0
ARSD	X	2822010	2847416	protein_coding	0.2198791799	7	0.1339864876	-0.146605376	66.071007313	0.1438	612.96979	0
ARVCF	22	19957401	20004309	protein_coding	1.07424188346071E-05	1	-0.1086055735	-0.195546073	48.9502241095	0.06728	2305.0631	0
ARNT	1	150782180	150849244	protein_coding	0.9976437954	1	-1.0728248418	1.767299696	20.7006369427	0.1255	99.66528	0
RHOG	11	3848207	3862213	protein_coding	0.5901601182	64	-0.1086055735	1.780722396	56.6407171503	0.01529	9.54344	0
FAM111A	11	58912251	58922511	protein_coding	1.89072030908967E-06	0	-0.9852171566	-0.504705683	34.8844066997	0.7263	206.63586	0
STEAP3	2	119981383	120023227	protein_coding	2.19528931934354E-07	2	2.0644245893	-0.441946765	45.6475583864	0.1064	525.83503	0
KLHL13	X	117031775	117107701	protein_coding	0.6469750308	1	-0.5317383765	2.626289716	37.3201226704	0.01408	26.10807	0
USP27X	X	49644469	49647168	protein_coding	0.5802519649	1	-0.1086055735	2.379860455	50.0117952347	0.1443	6.29769	5
NIP7	16	69373414	69377013	protein_coding	0.5607563708	0	1.1292367957	0.151903474	38.2814343005	0.04594	16.54614	0
ABCC2	10	101542354	101611949	protein_coding	1.19388387069955E-22	10	0.0661986706	-0.283217804	90.0920028309	0.3218	1270.67962	0
ARHGAP23	17	36584719	36668628	protein_coding	0.0475577315	1	-0.5182092695	0.314630798	50.0117952347	0.07777	576.78624	0
NEK1	4	170314420	170533778	protein_coding	8.01528660383647E-10	0	-0.4332310248	0.555017522	47.2045293701	0.2547	1485.56231	0
ACAD8	11	134123433	134135746	protein_coding	6.31416921071364E-06	6	0.2467288916	-1.365819204	27.8839348903	0.1667	100.42016	0
GRIA2	4	158141819	158287226	protein_coding	0.9896984774	10	-1.4492511827	2.906919895	12.8803963199	0.03366	32.84712	0
KIF21A	12	39687029	39837192	protein_coding	0.0002534078	0	-0.1086055735	0.596734866	42.338995046	0.07886	655.08963	0
SHISA6	17	11144739	11467380	protein_coding	0.0475577315	2	1.9303032322	0.443458208	81.8884170795	0.03963	121.97942	0
ZBTB38	3	141043054	141168632	protein_coding	0.9642546651	0	-1.8779956987	1.391457251	55.8091531021	0.1366	1031.00322	0
AP1B1	22	29723668	29784572	protein_coding	0.9790989102	1	-0.556108838	-0.027621088	3.4088228356	0.0187	64.52415	0
TPP1	11	6633996	6640692	protein_coding	0.0137374432	0	-0.085340859	0.272759638	76.4095305497	0.2105	277.1193	0
ERCC2	19	45862022	45873845	protein_coding	4.79047363342877E-14	0	-0.1232453407	-1.108017608	1.887237556	0.01543	3745.39177	0
CHM	X	85224098	85302566	protein_coding	0.9961914003	1	-0.1193730637	0.584902193	65.9648502005	0.3396	151.57478	0
EP400	12	132434464	132565011	protein_coding	0.9999999999	0	-0.1749096546	-0.806671233	0.2182118424	0.1149	4549.61959	0
UPRT	X	74493893	74524732	protein_coding	0.7657274153	0	0.0885835625	0.493579041	47.788393489	0.3447	3.42148	0
